"","X","User_id","Gender","Text","Label"
"3983",4013,815723310,"female","LeesQANDA  What s the first thing u look for in a girl",2
"3984",4014,815723311,"brand","Have you heard    Nicole Moudaber     In the MOOD 79  26 October 2015    by  on  SoundCloud   np https t coUo2XonKbGf",1
"3985",4015,815723312,"female","I never want to hear The Hills ever again",2
"3986",4016,815723313,"male","Awesome cover of  Lead me out of the Dark  via  Smule  https t coLHP87N3O2j  SingKaraoke",3
"3987",4017,815723314,"male","that s almost approaching the iPod shuffleApple earphones  49 29 price ratio",3
"3988",4018,815723315,"brand","Meet Zombie Jesus and the  ZombieNativity   Put it out at Halloween  Leave it out until  Xmas   Yuleaween https t coZcRtcfjhux",1
"3989",4019,815723316,"female","The freshmen on the bus are all so    Corny",2
"3990",4020,815723317,"brand","The 9 most LOL  MTVEMA 2015 moments      https t cop2E7svQ6Wc https t covQyxorQ3IC",1
"3991",4021,815723318,"brand","Dragon  s Breath  The easiest way to rake your leaves  VIDEO  https t cotTvxkGUQQk Chris Eger",1
"3992",4022,815723319,"brand","At  OOW15  Come See Our Presentation  What  s the Next CRM  5 Ways to Avoid Being Left Behind   No  3 Will Keep You Up at Night     Booth 531",1
"3993",4023,815723320,"brand","Addington Tabbed   Women s Volleyball Rookie of the Week  laserpride https t commKqnvvUlO https t co0TEkVE4l4n",1
"3994",4024,815723321,"male","NowPlaying The Pains of Being Pure at Heart   Higher Than The Stars https t co8xk3nrz4Yb",3
"3995",4025,815723322,"female","Number crunching for the past day   2 new followers and NO unfollowers  Stats via https t cophpo8clxBe",2
"3996",4026,815723323,"female","Not even looking forward to this drive to Attleboro but the food I m about to eat is worth it",2
"3997",4027,815723324,"brand","If you re gonna tweet about your disapproval of the females 5sos associates with  don t tag me in it  Thanks",1
"3998",4028,815723325,"female","Go Follow  and listen to the new mixtape   gt  gt  https t coWOmYTAWh04",2
"3999",4029,815723326,"male","I am the Taken King      Destiny https t coqJjXlvG4lI",3
"4000",4030,815723327,"female","Is this the thanks that he get for putting you niggas on",2
"4001",4031,815723328,"female","Young girls are the cruelest bunch https t co6H57gl2Nh6",2
"4002",4032,815723329,"brand","Question of the day  should I order a Bart Skampson shirt",1
"4003",4033,815723330,"female","New   Placebo   The Bitter End  MTV Unplugged    https t coWlO4bfs5h5 https t co3WMAwtm9K5",2
"4004",4034,815723331,"female","Get high off the truth",2
"4005",4035,815723332,"female","it s because of the grammar",2
"4007",4037,815723334,"male","The girl at the check in desk on Casey s vlog is the love of my life oh my god shes beautiful",3
"4008",4038,815723335,"brand","Life is like photography  You need the negatives to develop    Unknown  quote",1
"4009",4039,815723336,"male","Aaron stopped when he saw everything   The flowers  streamers and clothing   Dean must have been at this all night  but Aaron gt",3
"4010",4040,815723337,"female","I want sushi so bad I m crying on the inside",2
"4011",4041,815723338,"male","artist of the year  AMAs  voteonedirection https t cogualuiDIkd",3
"4012",4042,815723339,"male","Number 1 hip hop album in the country  GeneralAdmission",3
"4013",4043,815723340,"brand","Quite Possibly The B   https t co5RdNBEgyoK   Funny  lol https t co0FpWlq0BIF",1
"4014",4044,815723341,"female","i ship them both so hard  multishipping is the key on this show lmao",2
"4015",4045,815723342,"female","The sky is the bluest autumn blue today after nearly a week of rain  It s an encouraging sight  The sunlight is farther away  but still warm",2
"4016",4046,815723343,"female","I m scared but excited at the same time",2
"4017",4047,815723344,"male","The Collaboration We Need  Mitt s Proud Romneycare Led to Obamacare  and This Awful Economy with Stagnant   https t coz18NLxv46d",3
"4018",4048,815723345,"male","Does anyone want to go to Gary Clark Jr  on Halloween at the house of blues",3
"4020",4050,815723347,"male","Against all odds and despite all the obstacles  we are going to make it    Marilyn Monroe  quote",3
"4021",4051,815723348,"male","get to five guys and try the choc milkshake with bacon",3
"4022",4052,815723349,"brand","Came across this photo  not mine  but love to see photos around The Space Needle  by jlurtel https t coDx2iF2CUrP",1
"4023",4053,815723350,"male","I got a taxi to the dmv in the next city and just took a  100 L on the trip      they sent me home like Roger",3
"4024",4054,815723351,"brand","Happy National Pumpkin Day  We are excited for the Halloween festivities in Charleston  And as you can see  our    https t coKzZzOrZCjT",1
"4025",4055,815723352,"brand","Careful  I Just Won a Prize At the Fair https t co3i2N5hgynW via",1
"4026",4056,815723353,"male","The impact of six Nobel laureates on finance https t com4eDflIA5W via",3
"4027",4057,815723354,"male","Listening to Parliament Funkadelic  Live at Montreux 2004   Trying to work and simultaneously bounce along with the funk is a challenge",3
"4028",4058,815723355,"brand","https t coXY5Jrmi7C6 The in the tank MSM let dems  complain time it s taking while denying the committee documents  Kennedy emails",1
"4029",4059,815723356,"brand","Diversity  means chasing down the last White child",1
"4030",4060,815723357,"brand","The U S  Senate approved the Cybersecurity Information Sharing Act  CISA   a bill designed to allow private    https t coNZ8qstZ2yj",1
"4031",4061,815723358,"female","Tomorrow with the little cousin",2
"4032",4062,815723359,"female","IHonkedAtYouBecause it s the thing to do every single second of every day or else you re not really driving   every New Yorker  ever",2
"4033",4063,815723360,"female","We love it when somebody states the obvious  Although it is true    https t covEg1bq4y88",2
"4034",4064,815723361,"female","Where The Fuxk Are My Headphones",2
"4035",4065,815723362,"male","great work  after a rubbish day I managed to grab a copy of the joker  now to tell the girlfriend  wish me luck",3
"4036",4066,815723363,"brand","on with  now on why Jim Webb and Lincoln Chafee are on the endangered species list",1
"4037",4067,815723364,"female","tbh u tweet the most usually whn im on twitter u are tweeting",2
"4038",4068,815723365,"brand","Bobby Pickett  amp  The Crypt Creepers   The Monster Mash  Novelty   Live  American Bandstand   https t cou7OxSKQSa0",1
"4039",4069,815723366,"male","ADMIN LOVES IN FLORIDA AAAAA   smiles while blushing a little  the sunshine state  that probably why you are so happy",3
"4040",4070,815723367,"male","PBS video on the collaboration between Autism Speaks and Google Cloud Genomics  https t conkayqDvLO8 With views of our Crittenden campus",3
"4041",4071,815723368,"female","John Lennon   Jealous Guy  The Recording of 1971  https t coqXi1LOchZX",2
"4042",4072,815723369,"female","Glenn was the only character to not kill another human also so that made it super ironic lol",2
"4043",4074,815723371,"brand","Found a Transponder Snail  Scoop  We ve got exclusive photos of the myterious Mr  0    TreCru https t coRrrTvyyQI6",1
"4044",4075,815723372,"brand","3 new unfollowers in the last day  Via https t colMNa6ujD42",1
"4045",4076,815723373,"male","6 feet under the dirt  OK TRU",3
"4046",4077,815723374,"male","we thought all those fwy expansion projects would be just the ticket   whatyagonnado",3
"4047",4078,815723375,"brand","Examination of the definition and classifications of  law https t coBOk64ZNjAY",1
"4048",4079,815723376,"male","the wise healers know  no need repressing or imposing in order to heal    https t coWN3ohjQQoE",3
"4049",4080,815723377,"brand","FREE ATTEMPTS on the worlds biggest bet    10 MILLION  here  gt  gt  https t com2rsvgKIF3  freeplay  winBIG https t coih30JfLx1X",1
"4050",4081,815723378,"male","I liked a  video https t cotu2Q2mYl7m OFFICIAL   Somewhere Over the Rainbow 2011   Israel  IZ  Kamakawiwo ole",3
"4051",4082,815723379,"brand","Check out this webinar about the economics of genomics  with Cheryl Marti of Zoetis  https t coTmR3pdvbSx",1
"4052",4083,815723380,"brand","Headline says what     Processed meats  on same carcinogenic level as cigarettes   WHO are to warn about the    https t co4o9uGuGXVn o O",1
"4053",4084,815723381,"male","I LOVE THAT THEY ARE TALKING ABOUT THE PAST",3
"4054",4085,815723382,"brand","I have the Power of One        https t cooYCZXRisUe",1
"4055",4086,815723383,"female","Eponas Song The Legend of Zelda Song Lyric Shot by CuttingPixels https t co5zzl1xJ6c5 via   ShoppersHour",2
"4056",4087,815723384,"male","I m not updated with all the orders  so if you see something I might have missed over the last two weeks  a helping hand is always welcomed",3
"4057",4088,815723385,"female","Have you heard    Sistah amp  x27 s Rockin the House   by D j  TeeSamone on  SoundCloud   np https t coB4ZLhkWZKj",2
"4058",4089,815723386,"brand","https t coOcMQ6HmQ8k  EroticaX romantic couple making love for the first time https t coI4aYe8zOgL",1
"4059",4090,815723387,"male","HES NOT A POCKET PASSER that s the biggest problem they keep trying to make him into one and he s not one",3
"4060",4091,815723388,"female","WIN 2 random  stuffed animals https t cortU2IWcQjL  giveaway US ONLY 1113  https t coIXj4wmvSmr",2
"4061",4092,815723389,"brand","from SWArgus  Seven miles of traffic after accident on the M4 https t co9E0dpyR0zN",1
"4062",4093,815723390,"male","My son  attend to my wisdom       And my understanding incline thine ear  God the Father  pv 5 1",3
"4063",4094,815723391,"brand","On The Shelves UK  Build A Bear Boba Fett https t codczAzFCHgH  StarWars",1
"4064",4095,815723392,"brand","The surprising facts about who rides Metrobus to Dulles and BWI https t coOyF4PrnMGt",1
"4065",4096,815723393,"female","It s my fave   Gotta wake up every day and love what you see in the mirror  https t coVSnTVekHww",2
"4067",4098,815723395,"male","I feel for ya  lost my wallet while in Australia to see Bathurst and though it got turned into the police quickly  cash was gone",3
"4068",4099,815723396,"male","Just fired up some 4k material from Netflix and even the lite Pud said  wow its like you re really there",3
"4069",4100,815723397,"male","Gore s had 8 2nd half carries in the last 2 games combined  Not ideal",3
"4070",4101,815723399,"brand","fought hard and moved up 7 spots in the  BennettRank  Full Ranking  https t coISCBhZTq0c  D1VB",1
"4071",4102,815723400,"male","My God this is awful  How did the killer  s mental illness go untreated for so long  https t coBQJqD1MD7Q",3
"4072",4103,815723401,"brand","More often than not people find they can  t afford to pay back a loan because of the high amounts of interest https t co13PuXFOiU3",1
"4073",4104,815723402,"female","Again JS learned the truth today But are 2 stupid 2 realize it Again not  QueenLiz fault  GH How many freaking clues do u need",2
"4074",4105,815723403,"female","I ve had many different hair colors    Which ones the best         https t coabwAZrX2pO",2
"4075",4106,815723404,"brand","The Biggest Legal Mistake Entrepreneurs Make     https t coWNb5MOev5Z Please Retweet",1
"4076",4107,815723405,"brand","View the Community Halloween Spooktacular  photo album   https t coNKn6ynsME0",1
"4077",4108,815723406,"male","MEN WITHIN THE CAGE OF HYPERMASCULINITY",3
"4078",4109,815723407,"brand","Arthur C Clarke  The Great Siberian Explosion  https t cod2F72GMNY7 cometary impact of 1908",1
"4079",4110,815723408,"brand","New   World Series Preview  Fourth  amp  Fail   more    soundcloud  https t coE0NgXOgiQ1  iOS  https t co8JquGdJTlL",1
"4080",4111,815723409,"brand","Rare scene of cute girl next door model teases the https t co2cxMIlSxQQ",1
"4081",4112,815723410,"brand","On the menu today   rollcake  Assorted  macarons  Assorted  cupcakes   chestnut  tart   freshfruit    https t cofOfWIKXXWO",1
